month  ;    ME1;    ME2;    ME3;    ME4;    ME5;    ME6;    ME7;    ME8;    ME9;   ME10
1963-07;-0.0032;-0.0049;-0.0182;-0.0089;-0.0118;-0.0201;-0.0117;-0.0154;-0.0032; 0.0033
1963-08; 0.0264; 0.0339; 0.0482; 0.0518;  0.063;  0.045; 0.0552; 0.0575; 0.0594; 0.0524
1963-09; 0.0012;-0.0181;-0.0219;-0.0197; -0.019;-0.0171;-0.0277;-0.0186;-0.0208;-0.0091
1963-10; 0.0049; 0.0039; 0.0269; 0.0285;   0.01;  0.017; 0.0149; 0.0105;  0.018; 0.0354
1963-11;-0.0204;-0.0211;-0.0061;-0.0179;-0.0121;-0.0171;-0.0016;-0.0033;-0.0021;-0.0056
1963-12;-0.0218;-0.0101;-0.0003; 0.0034; 0.0222; 0.0035; 0.0195;  0.012; 0.0179; 0.0259
1964-01; 0.0461; 0.0346; 0.0261; 0.0076; 0.0234; 0.0134; 0.0106; 0.0128; 0.0116; 0.0317
1964-02; 0.0272; 0.0242; 0.0285; 0.0333; 0.0229; 0.0228; 0.0296; 0.0301; 0.0203; 0.0148
1964-03; 0.0225; 0.0245; 0.0388; 0.0342; 0.0411; 0.0325; 0.0277; 0.0311; 0.0183; 0.0126
1964-04; 0.0005;-0.0069;-0.0068;-0.0044;-0.0107; -0.004;  0.003;-0.0104;-0.0052; 0.0091
1964-05; 0.0079; 0.0014; 0.0191; 0.0273; 0.0141; 0.0082; 0.0208; 0.0193; 0.0099; 0.0176
1964-06; 0.0116; 0.0113;  0.012; 0.0128; 0.0095; 0.0186; 0.0158; 0.0124; 0.0149; 0.0161
1964-07; 0.0374; 0.0251; 0.0365; 0.0177; 0.0181; 0.0298; 0.0209; 0.0213; 0.0336; 0.0168
1964-08;-0.0045;-0.0091;-0.0065;-0.0171;-0.0076;-0.0098;-0.0067; 0.0008; -0.013;-0.0131
1964-09; 0.0504; 0.0386; 0.0288;  0.031; 0.0282; 0.0298; 0.0363; 0.0376; 0.0314; 0.0278
1964-10; 0.0308; 0.0176; 0.0107; 0.0133;  0.015; 0.0265; 0.0129;  0.018; 0.0084; 0.0063
1964-11; 0.0009; 0.0028; 0.0053;-0.0157; 0.0006; 0.0081; 0.0004; 0.0006; 0.0031; 0.0029
1964-12;-0.0175;-0.0235;-0.0103; 0.0023;-0.0015;-0.0062;-0.0037;-0.0019;-0.0025; 0.0076
1965-01; 0.0833;  0.066; 0.0633; 0.0621; 0.0545; 0.0581;  0.052; 0.0519; 0.0458; 0.0309
1965-02; 0.0314;  0.026; 0.0371; 0.0411; 0.0448; 0.0316; 0.0273; 0.0274; 0.0257;-0.0041
1965-03; 0.0232;  0.025; 0.0113;-0.0014; 0.0069; 0.0037;-0.0006;-0.0015;-0.0064;-0.0153
1965-04; 0.0531; 0.0428; 0.0352; 0.0479;  0.048;  0.035; 0.0375; 0.0338; 0.0277; 0.0338
1965-05; -0.002;-0.0145;-0.0131;-0.0028;-0.0063;-0.0032;-0.0071;-0.0086;-0.0042;-0.0029
