month  ;     ME1;     ME2;     ME3;     ME4;     ME5;     ME6;     ME7;     ME8;     ME9;    ME10
1952-05; 0.12241;0.058532;0.070044;0.111437;0.079011;0.110069;0.109414;0.072413;0.148132;0.118539
1952-06;0.114751;0.074651;0.081275;0.118951;0.095443;0.238633;0.075096;0.053899; 0.12088;0.026423
1952-07;0.142331;0.087306;0.185939;0.127365;0.079558;0.084149;0.059313;0.083088;0.055904;0.095046
1952-08;0.125099;0.027793;0.076507;0.048692;0.041186;0.141101;0.124986;0.112598;0.129042;0.172997
1952-09;0.134177;0.117621;0.083643;0.100057;0.066359;0.003914;0.077561;0.136685;0.100864;0.179118
1952-10;0.124704;0.060062;0.110565;0.057484;0.088899;0.075804;0.144196;0.127726;0.108836;0.101724
1952-11;  0.1066;0.220711;0.085862;0.122922;0.052467;0.083657;0.076278; 0.09136;0.095255;0.064888
1952-12;0.050375;0.107847;0.070123;0.124924;0.084532;0.178001;0.099678;0.079138;0.118706;0.086676
1953-01;0.104785;0.093423;0.038193;0.096601;0.098962;0.092509;0.082054;0.088983; 0.23649;0.068001
1953-02;0.134018;0.099368;0.086898;0.108272;0.114613;0.126902;0.094143;0.112197; 0.12359;       0
1953-03;0.102025;0.068426;0.124528;0.116752;0.133962;0.087769;0.079269;0.083607;0.124963;0.078698
1953-04;0.093266;       0;0.005143;0.122621;0.122658;0.065385;0.216861; 0.07786;0.095778;0.200428
1953-05; 0.12805;0.131353;0.133447;0.151788;0.122812;0.092002; 0.07971;0.075083;       0;0.085754
1953-06;0.127427;0.010545;0.050287;0.072557;0.075396;0.152741;0.135818;0.113143;0.175495;0.086591
1953-07;0.221714;0.003925;0.042143;0.099465;0.135539;0.090629;0.079721;0.143064;0.082616;0.101184
1953-08;0.184552;       0;0.076465;0.085423;0.105355;0.110512;0.100011;0.129457;0.117383;0.090843
1953-09;0.122558; 0.13526;0.068297;0.073293;0.081248;0.234811;0.082916;0.080107;0.065159;0.056351
1953-10;0.122597;0.103339;0.083118;0.031042;0.130452;0.165271;0.093042;0.081434;0.076179;0.113527
1953-11;0.089307;0.091239;0.062431;0.154942;0.084576;0.141185;0.086935;0.124997; 0.07811;0.086278
1953-12;0.161972; 0.07457;0.118363;0.094462;0.128513;0.035869;0.098455;0.105447;0.091456;0.090893
1954-01;0.106132;0.089698;0.124852;0.099702;0.074432;0.054536;0.092598;0.113726;0.112713;0.131611
1954-02;0.073888;0.030952;0.065765;0.096164; 0.08158;0.134957;0.096067;0.104848;0.180029;0.135749
1954-03;0.095121;0.066757;0.046146;0.084029;0.072048;0.173582;0.140551;0.106625;0.137783;0.077358
1954-04;0.068792;0.049635;0.119347;0.092924;  0.1891;0.077321;0.075775;0.088551;0.130453;0.108103
1954-05;0.115296;0.087552;0.068424;0.117755;0.123338;0.128049;0.105217;0.069515;0.121813;0.063041
1954-06;0.128408; 0.05908;       0; 0.13835;  0.0684;0.233557;0.112801;0.081004;0.091478;0.086923
1954-07;0.102008; 0.10279;    0.12;0.103781;0.107026; 0.12206;0.090852;0.090756;0.101769;0.058957
1954-08;0.075132;0.044749;0.074406;0.102249;0.103562;0.058588;0.130444;0.130936;0.130245;0.149689
1954-09;0.094772; 0.07469;0.090093;0.113297;0.080281;0.168639;0.094741;0.084601;0.112038;0.086847
1954-10;0.138442;0.127043;0.105051;0.092273;0.110575;0.159217;       0;0.075406;0.101035;0.090959
1954-11; 0.08156;0.045678;0.067501;0.082282;0.143165;0.092098;0.122868;0.118015;0.126024; 0.12081
1954-12; 0.20121;0.054663;0.074933;0.037333;0.128968; 0.05714;0.133838;0.135517;0.102159;0.074238
1955-01;0.113643;0.139323;0.115147;0.120166;0.084539;0.119313; 0.10314;0.062194;0.046109;0.096426
1955-02;0.202046;0.067778;0.080749;0.039792;0.065348;0.169419;0.056673;0.097605; 0.12738;0.093211
1955-03;0.115804;0.142999;0.037541;0.084543; 0.09866;0.029818;0.182933;0.144365;0.136609;0.026728
1955-04;0.146799;0.082092;0.097544;0.081857;       0;0.149955; 0.11183;0.142345;0.049983;0.137597
1955-05;0.133778;0.124261;0.062563;0.038185;0.105128;0.089189;0.094714; 0.08433;0.124068;0.143785
1955-06;0.176041;0.066295;0.067707;0.109873;0.102914;0.071329;0.103896;0.073023;0.105318;0.123605
1955-07;0.135338;0.128979;0.067994;0.119227; 0.10416;  0.0984;0.112724;0.087146;0.090755;0.055277
1955-08;0.226518;  0.0515; 0.11113;0.110179;0.077832;0.097282;0.088307;0.068645;0.094453;0.074154
1955-09;0.188836;0.125729;0.099541;0.098597;0.094024;0.086805;0.085522;0.078215;0.067959;0.074772
1955-10;0.225451;0.071868;0.082043;0.078331;0.096143;0.080373;0.099026;0.080434;0.086765;0.099566
1955-11;0.197142; 0.09104;0.058511;0.077089;0.138413;0.077831;0.087766;0.092876;0.084725;0.094607
1955-12;0.130473;0.083702;0.065238;0.120701;0.115125;0.102827;0.106477;0.071238;0.109067; 0.09515
1956-01;0.114162;0.100524;0.060154;0.127155;0.110102;0.080895;0.087377; 0.11217;0.085396;0.122065
1956-02;0.184921;0.050387;0.093154;0.176368;0.140703;0.116199; 0.08374;0.106364;0.048163;       0
1956-03;0.117116;0.062921;0.079403;0.123039; 0.11938;0.110426; 0.12017;0.062033;0.142184;0.063327
1956-04;0.115624;0.087406;0.081893;0.109558;0.094982;0.118365;0.100068;0.079543;0.076647;0.135914
1956-05;0.141386;0.074675;0.079118;0.100382;0.093175; 0.09945;0.095527;0.070625;0.123015;0.122648
1956-06;0.181509;0.138192;0.070698;0.108496; 0.10718;0.107862;0.096707;0.087983;0.101372;       0
1956-07;0.108917;0.018565;0.066778;0.118222;0.118578;0.086668;0.134599;0.075827; 0.15421;0.117637
1956-08;0.108003;0.042094;0.071809;0.120072;0.097939;0.111467;0.081922;0.061651;0.095172;0.209871
1956-09;0.089498; 0.13279;0.064861;0.108679;0.120635;0.102831;0.104925;0.094983;0.081082;0.099717
1956-10;0.072148;0.108233;0.097706;0.279816;0.089373;0.170734;0.065626; 0.10171;0.014653;       0
1956-11;0.065062;0.139443;0.160849;0.086334;0.134728;0.091183;0.067085;0.059371;0.060681;0.135265
1956-12;0.101605;0.125166;0.118409;0.109631;0.125549;0.071976;0.100637;0.175874;0.014145;0.057009
1957-01; 0.11345;0.141759;0.050424;0.100586;0.157365;0.086342;0.088873;0.164245;       0;0.096955
1957-02;0.158999;0.115766;0.065717;0.120492;0.066542;0.154368;0.082246;0.123174; 0.03573;0.076967
1957-03;0.116171;0.146868;0.142341;0.049941;0.027835;0.093087; 0.14018;0.100094;0.096507;0.086979
1957-04;0.093827;0.130279;0.095542;0.083783;0.156544;0.097322; 0.14497;0.110754;0.011914;0.075065
1957-05;0.095611;0.107531;0.069603;0.117067;0.116366;0.155636;0.130719;0.108299;0.099167;       0
1957-06;0.108641;0.125538;0.158758;0.125475;0.113775;0.063994;0.077438;0.107829;0.041239;0.077312
1957-07;0.088557;0.143629;0.079182;0.091752;0.065614;0.094067;0.115002;0.049852;0.088968;0.183376
1957-08;0.106991; 0.07079;0.087781;0.056617; 0.07848;0.190228;0.093006;0.089918;0.085387;0.140802
1957-09;0.084925;0.077645;0.084263;0.118237;0.085609;0.162652;0.090358;0.063713;0.090219;0.142379
1957-10;0.159451;0.134766;0.088959;0.106208;0.127852;0.098738;0.093225;0.046304;0.070905;0.073593
1957-11;0.103995;0.070458;0.044083;0.071766;0.055694;0.185889;0.103009; 0.20492;0.054048;0.106136
1957-12;0.027108;0.137584;0.055863;0.046174;0.110243;0.049992;0.061754;0.181754;0.048878;0.280651
1958-01;0.011717;0.134382;0.161775;0.116171;0.193278;0.093613;       0; 0.13744; 0.03785;0.113774
1958-02;0.110359;0.112424;0.027923;0.161745;0.246284;0.164251; 0.13932;       0;0.037695;       0
1958-03;0.229444;0.081875;0.148206;0.076428;0.064381;0.252414;0.024533;       0;0.022749;0.099971
1958-04;0.063951;0.105341;0.078406;0.111651;0.138901;0.085912;0.124751;0.128811;0.081039;0.081237
1958-05;0.077297;0.138042;0.064783; 0.11791;0.067172;       0;0.106832;0.149572;0.166378;0.112015
1958-06;0.002634;0.132451;  0.1986;0.035591;0.043902;0.076152;0.179986;0.153202;0.165456;0.012026
1958-07;0.059949;0.175687;       0;0.134978;0.093259;0.047686;0.124279;0.099845;0.192118;0.072198
1958-08;0.156932;0.136422;0.082173;0.096625; 0.07346;0.012269;0.117814;0.129871; 0.13603;0.058404
1958-09;0.116522;0.110593; 0.06225;0.049529;       0;0.076524;0.211468;0.202929;0.088135;0.082051
1958-10;0.109598;0.087461;0.081715;0.049718;0.059838;0.192748;0.125786;0.059278;0.088978;0.144882
1958-11;0.125477;0.040101;0.087186;0.090656;0.227823;0.097528;0.083796;0.065342;0.093599;0.088491
1958-12;0.098026;0.091098;0.085711;0.068701;0.097378;0.107629;0.121366;0.142692;0.088976;0.098423
1959-01;0.093036;0.123085;0.110726;0.084337;0.104425; 0.08224;0.078583;  0.1027;0.100685;0.120184
1959-02;0.132436; 0.09075;0.064665;0.087167;0.099146; 0.14858;0.109935;0.095011;0.093788;0.078522
1959-03;0.117617;0.132502;0.087126;0.093916;0.111994;0.110663;0.087424;0.105347;0.066083;0.087328
1959-04; 0.12689;0.077512;0.087956;0.057391;0.109592;0.134135;0.098857;0.093548;0.090426;0.123693
1959-05;0.133074;0.093649;0.083792;0.056166;0.087668;0.152677;0.104493;0.087455;0.090962;0.110064
1959-06;0.119767;0.099865;0.068202;0.062921;0.073791;0.255457;0.070408;0.075071;0.084787; 0.08973
1959-07;0.099824;0.123487;0.083353;0.074004; 0.04592;0.194136;0.103188;0.092742;0.085777; 0.09757
1959-08;0.121954;0.109768;0.068023; 0.08464;0.072091;0.238174;0.090512;0.086869;0.051834;0.076136
1959-09;0.092894;0.105786;0.102808;0.071696;0.106829;0.128965;0.117143;0.094125;0.101479;0.078274
1959-10;0.112187;0.100685;0.077857;0.107117;0.093602;0.121037;0.104703; 0.09096;0.087563;0.104288
1959-11;0.127427;0.068098;0.079867; 0.09893;  0.0761;0.159202; 0.12435;0.083052;0.083371;0.099603
1959-12;0.153382;0.109173;0.107336;0.094705;0.082577;0.108959;0.076001;0.072604;0.066841;0.128422
1960-01;0.158089; 0.13765;0.104833;0.085312;0.092609;0.157202;       0;0.085922;0.089585;0.088797
1960-02;0.146662;0.087431;0.083528;0.191804;0.101619; 0.09629;0.058653;0.073353;0.084796;0.075864
1960-03;0.198288;0.103674;0.085926;0.100841;0.084744;0.125347;0.083555;0.067046;0.085872;0.064706
1960-04;0.128428;0.125293;0.091268;0.087263;0.097665;0.134498;0.106816;0.071189;0.080339;0.077241
1960-05;0.142934;0.142237;0.087698;0.113987;0.094392;0.113201;0.064191;0.084199; 0.08469;0.072471
1960-06;0.123436;0.160866;0.123364;0.113353; 0.14947;       0;0.113973;0.125902;0.089637;       0
1960-07; 0.13933;0.127406;0.095919;0.113576;0.124204;0.057388;0.096159;0.085959;0.088084;0.071975
1960-08;0.161584;0.126785;0.132946;0.085677;0.102793;0.084931;0.089035;0.092831;0.047138; 0.07628
1960-09; 0.07899;0.112168;0.085603;0.093528;0.106446; 0.11115;0.092009;0.096569;0.104354;0.119184
1960-10;0.135617;0.144806;0.079453; 0.10626;0.085759;0.100395;0.132696;0.121874; 0.09314;       0
1960-11;0.116331;0.080651;0.107393;0.091669; 0.05762;0.097777;0.115617; 0.09876;0.109341; 0.12484
1960-12;0.112089;0.118046;0.099627;0.125179;0.088609; 0.14227;0.079824;0.106922;0.092345; 0.03509
1961-01;0.154954;0.135488;0.080037; 0.10947;0.078194;0.093612;0.103378;0.075119; 0.10345;  0.0663
1961-02;0.068155;0.102339;0.082238;0.191397;0.032212;0.080959;0.096869; 0.09158;0.106321;0.147931
1961-03;0.092259;0.099685;0.055431; 0.12074;0.074148;0.121776;0.145225;0.116736;0.078255;0.095747
1961-04;0.117957; 0.13925;0.074221;0.148304;0.114139; 0.06306;0.032736;0.162638;0.105116;0.042579
1961-05;0.141971;0.063637; 0.08758;0.122109;0.116104;0.109432;0.087207; 0.05913; 0.12056; 0.09227
1961-06;0.155291;0.113547;0.125849;0.035665;0.101226;0.127984;0.114469;0.133709; 0.09226;       0
1961-07;0.071957;0.116582;0.094039;0.128339;0.099381;0.113679; 0.11953;0.030909;0.107762;0.117823
1961-08;0.089156;  0.1611; 0.09265;0.017118;0.121208; 0.10281;0.116995;0.094176;0.089731;0.115054
1961-09;0.129232;0.118437;0.151259;0.140442;0.085113;0.098839;0.043696;0.019586;0.098855;0.114542
1961-10;0.121421;0.089588;0.106009;0.106106;0.105592;0.104451;0.127364;0.041889;0.102892;0.094687
1961-11;0.134114;0.116995;0.121431; 0.09917;0.082498;0.114121;0.076599;0.073458;0.082559;0.099054
1961-12;0.114088;0.077983;0.085711;0.086996; 0.09274;0.093569;0.085848;0.083134;0.146467;0.133465
1962-01;0.123326;0.103665;0.088132;0.093207;0.106027;0.107466;0.111272;0.058229; 0.08011;0.128565
1962-02;0.131255;0.110412; 0.10081;0.090126;0.105201;0.104048;0.097006;0.075129; 0.11874;0.067273
1962-03;0.128768;0.118373;0.094121;0.121064;0.091692;0.092646;0.099762;0.076855;0.109159; 0.06756
1962-04;0.109348;0.158905;0.086913;0.120187;0.108948;0.088899;0.105732;0.085748;0.070541;0.064778
1962-05;0.108013;0.089288;0.098178; 0.12878; 0.09394;0.124003;0.093239;0.103563;0.079164;0.081831
1962-06;0.118141;0.088363;0.055815;0.097052;0.121888;0.119101;0.120456;0.097396; 0.10109;0.080699
1962-07;0.041254;0.102616;0.172779;0.237821;0.017481;0.029596;0.033821;0.113546; 0.20151;0.049577
1962-08;0.074714;0.052188;0.049808;0.181214; 0.07493;0.101048; 0.06165;0.144669;0.183953;0.075826
1962-09;0.113531;0.084458;0.105327;0.191187;0.102952;0.162648; 0.12692;0.082703;0.030274;       0
1962-10;     0.4;0.305013;0.294987;       0;       0;       0;       0;       0;       0;       0
1962-11;0.066667;     0.4;0.066667;0.066667;0.066667;0.066667;0.066667;0.066667;0.066667;0.066667
1962-12;0.200708;       0;0.162893;0.121895;0.074051;0.071858;0.135821;       0;0.232775;       0
1963-01;0.091724;0.078665;0.154377;0.084497; 0.12986;0.159214;0.110333;0.023038; 0.16829;       0
1963-02;   0.025;   0.025;   0.025;   0.025;   0.025;   0.025;     0.4;     0.4;   0.025;   0.025
1963-03;0.246576;0.166443;       0;0.087451;0.087656;0.127344; 0.08521;0.028831; 0.14533; 0.02516
1963-04;0.292332;0.184676;       0;       0;       0;0.068734;       0;0.293822;0.160435;       0
1963-05;0.097207;0.149373;0.132232; 0.18852;0.174645;       0;0.189515;0.068507;       0;       0
1963-06;0.171389;0.106367;0.079726;       0;0.033548;0.070655;0.077033;0.158839;0.151493; 0.15095
1963-07;0.212244;0.032877;       0;0.150071;0.118488;0.099638;0.084693;0.165242;0.136748;       0
1963-08;0.077268;0.094517;0.075967;0.066757;0.025796;0.036262;0.072546;0.103541;0.269759;0.177587
1963-09;0.181332;0.117826; 0.09319;0.112146;0.088874;0.116453;0.091615;0.074253;0.111253;0.013058
1963-10;0.228236;0.080534;0.121791;0.085985;0.018497;0.093684;0.114586;0.080538;0.014208;0.161941
1963-11;0.190706; 0.08137;0.068507;0.097843;0.064874; 0.13475;0.062002;0.069721;0.121399;0.108828
1963-12;0.153549;0.079068;0.053159;0.149785;0.100729;0.026424;0.067305;0.076218;0.152077;0.141686
1964-01;0.134514;0.057186;0.143995;0.107601;0.081956;0.108081;0.098327;0.087625;0.066989;0.113726
1964-02;0.176944;0.094352;0.067754;0.119677;0.097771; 0.07975;0.091918;0.074235;0.113025;0.084575
1964-03; 0.13382;0.102301;0.089061;0.128819;0.093321;0.111014;0.089681; 0.05967;0.076924;0.115388
1964-04;0.152322; 0.09107;0.067207;0.095239;0.113641;0.110834;0.097011;0.084902;0.091794;0.095979
1964-05;0.165769;0.108222;0.051244;0.104161;0.121027;0.064004;0.110437;0.096681;0.093051;0.085405
1964-06;0.157987; 0.09895;0.073147;0.120544;0.070484;0.082835;0.111355;0.105065;0.094997;0.084635
1964-07;0.137268;0.106919;0.087036;0.105373;0.079568;0.069942;0.098207;0.062204;0.089617;0.163866
1964-08;0.134349;0.117313;  0.1092; 0.11348;0.074488;0.093552;0.106791;0.094856;0.042406;0.113564
1964-09;0.105828;0.088685;0.093249; 0.10036;0.103636;0.080795;0.113062;0.083636;0.104306;0.126442
1964-10;0.104228;0.076361;0.079286;0.092227;0.106919;0.098327;0.110581;0.087103; 0.11629;0.128679
1964-11;0.105066;0.091749;0.079364;0.101744;0.084067;0.113313;0.098162;0.096991;0.124564;0.104981
1964-12;0.112619;0.101373;0.123604;0.091279;0.094613;0.100815;0.098543;0.071293;  0.1097;0.096159
1965-01;0.117181;0.085294;0.096783; 0.09591;0.100301;0.071359;0.099586;0.102819;0.094242;0.136525
1965-02;0.118181;0.066305;0.080166;0.106467;0.097079;0.142525;0.100705;0.071749;0.102823;   0.114
1965-03;0.093337;0.056141;0.050209;0.122501;0.105851;0.093784; 0.07569;0.192695; 0.09808;0.111712
1965-04;0.101031;0.086746;0.141425; 0.11106;0.099756;0.068176;0.079469;0.125217; 0.09556;0.091561
1965-05;0.122305;0.120221; 0.10699; 0.10195;0.084656;0.095862;0.105758;0.094028;0.092286;0.075944
1965-06;0.124234; 0.11009;0.074169;0.102711;0.076375;0.135986;0.100319;0.098394;0.087767;0.089956
1965-07;0.162664;0.085499;0.090586; 0.08723;0.079475;0.096916;0.092934;0.113255;0.071068;0.120373
1965-08;0.136162;0.093203;0.062288; 0.01698;0.082724;0.099455;0.126609;0.119743; 0.12697;0.135866
1965-09;0.130673;0.085313;0.048094;0.143854;0.062275;0.097624;0.075277;0.129962;0.112118; 0.11481
1965-10;0.160235;0.198986; 0.07481;0.139628;0.153641;0.084653;0.089146;0.062932;0.035969;       0
1965-11;0.157292;0.088202;0.111677;0.104092;0.104517;0.007194;       0;0.043497;0.191972;0.191556
1965-12;0.101399;0.065504;0.125119; 0.16586;0.098258;0.090662;0.067188;0.087929;0.090248;0.107834
1966-01;0.129705;0.069976;0.088686;0.101094;0.152246;0.177224;0.128864;0.022575;0.108955;0.020673
1966-02;0.374155;0.057799;0.084047;0.105542;0.053618;0.024073;0.091859;0.085754;0.078011;0.045143
1966-03;0.016408;0.108936;0.191182;0.059423;0.185423;0.135318;0.129517;0.034134;0.074889; 0.06477
1966-04;0.135816;0.110199; 0.13858;0.145185;0.068588;0.084102;0.087187;0.047685;0.094812;0.087846
1966-05; 0.16909;0.135568;       0;0.012648;0.104394;0.112653; 0.06534;0.121889;0.139357;0.139061
1966-06;0.203693;0.139026;0.106649;0.052836;0.118628;0.068915;  0.1123;0.046618;0.074855;0.076481
1966-07;0.136028;0.040674;0.117951;0.078712;0.061934;0.107587;0.082982; 0.13109;0.150835;0.092208
1966-08;0.077365;0.074604;0.056467;0.146329;0.071943; 0.07668;0.094699;0.187128;0.077651;0.137134
1966-09;0.279911;0.081989;0.059712;0.091108;0.092871;0.064649;0.090774;0.060641;0.089479;0.088867
1966-10;0.170363;0.115667;0.059107;       0;       0;0.065625;0.136644;0.148145;0.155365;0.149084
1966-11;0.057201;0.066195;0.074342;0.106071;0.044813;0.109724;0.081114; 0.08381;0.271462;0.105268
1966-12;0.090049;0.065942;0.159498;0.072414;0.059329;0.221542;0.111971;0.078626;0.055928;  0.0847
1967-01;     0.4;0.337849;0.105574;       0;0.152595;       0;       0;0.003982;       0;       0
1967-02;       0;0.019917;       0;0.013997;0.122882;0.093452;0.122867;0.213686;0.176084;0.237115
1967-03;  0.0556; 0.06559;0.151891;0.043505;0.167763; 0.16536; 0.14736;0.039954;0.075261;0.087716
1967-04;       0; 0.11541;       0; 0.07854;       0;       0;0.115091;0.144627;0.282972; 0.26336
1967-05;       0;0.164773;0.012866;0.009047; 0.06999;0.083728;0.125699;0.166754;0.191276;0.175867
1967-06;       0; 0.08023;0.049035; 0.08891;0.165014;0.119415;0.128998;0.162366;0.103425;0.102606
1967-07; 0.07944;0.089077;       0;0.107222;0.069618;0.203371;0.211427;       0; 0.14224;0.097605
1967-08;0.139294;0.124515;0.143342;0.107117;0.137403;0.050455;0.114922;0.004397;0.083915;0.094641
1967-09;0.089154;0.042425;0.032182;0.067826;0.153915;0.151002;0.115448;0.105736;0.161502; 0.08081
1967-10;0.103226;0.042228;0.059499;0.045202;0.056809;0.101128;0.068393;0.089378; 0.26507;0.169068
1967-11;0.115646;0.096468;0.084763;0.109782;0.097017;0.142556;0.096639;0.084494;0.089063;0.083573
1967-12;0.146094;0.086216; 0.10529;0.088378;0.102118;0.106742;0.106559;0.077406;0.097912;0.083285
1968-01;0.085356; 0.07985; 0.09388;0.102189; 0.08405;0.101403;0.095377;0.096063;0.099535;0.162298
1968-02;0.131388;0.078086;0.082475;0.136457;0.111539;0.111717;0.107558;0.076952;0.086991;0.076838
1968-03;0.160448;0.092372;0.145287;0.076243;0.132671;0.075274;0.120368;0.064362;0.072964;0.060011
1968-04;0.087738;0.101705;0.070263;0.081268;0.153648;0.094336;0.104898;0.120906;0.078519;0.106721
1968-05;0.054125;0.062883;0.072245;0.115236;0.100041;0.036957;0.121782;0.175116;0.124145;0.137469
