month  ;gross_ret;  net_ret;turnover;turnover_limited
1975-02; 0.051518; 0.051318;0.499341;             0.2
1975-03; 0.039787; 0.039587;0.523644;             0.2
1975-04;  0.03957;  0.03937;0.528701;             0.2
1975-05; 0.065431; 0.065231;0.361086;             0.2
1975-06; 0.059985; 0.059785;0.698271;             0.2
1975-07;-0.053357;-0.053557;0.486384;             0.2
1975-08;-0.039149;-0.039349;0.513862;             0.2
1975-09;-0.034901;-0.035101;0.320475;             0.2
1975-10; 0.036219; 0.036019;0.696982;             0.2
1975-11; 0.025738; 0.025538;0.384365;             0.2
1975-12; -0.00667; -0.00687;0.749649;             0.2
1976-01; 0.173738; 0.173538;0.380107;             0.2
1976-02; 0.029306; 0.029106;0.658206;             0.2
1976-03;  0.02209;  0.02189;0.379695;             0.2
1976-04;-0.009521;-0.009721;0.727904;             0.2
1976-05;-0.011127;-0.011327;0.566343;             0.2
1976-06; 0.045146; 0.044946;0.374661;             0.2
1976-07;-0.003893;-0.004093;0.437401;             0.2
1976-08;-0.011348;-0.011548;0.379285;             0.2
1976-09; 0.019621; 0.019421;0.905912;             0.2
1976-10;-0.020548;-0.020748;0.851711;             0.2
1976-11; 0.030327; 0.030127;0.643161;             0.2
1976-12; 0.073447; 0.073247;0.646375;             0.2
1977-01; 0.013346; 0.013146;0.693074;             0.2
1977-02; -0.01131; -0.01151;0.677062;             0.2
1977-03;-0.001403;-0.001603;0.416229;             0.2
1977-04; 0.017586; 0.017386;0.393775;             0.2
1977-05;-0.004695;-0.004895;0.531183;             0.2
1977-06; 0.060075; 0.059875;0.263308;             0.2
1977-07;-0.009435;-0.009635;0.648914;             0.2
1977-08;-0.008023;-0.008223;0.393347;             0.2
1977-09; 0.005558; 0.005358;0.691904;             0.2
1977-10;-0.031099;-0.031299;0.534276;             0.2
1977-11; 0.057897; 0.057697;0.577646;             0.2
1977-12; 0.012965; 0.012765;0.723311;             0.2
1978-01;-0.043927;-0.044127;0.552595;             0.2
